Ldim_ID,Zebra_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g18140,lcl|NC_133193.1_prot_NP_991251.1_64985,dnaaf4,55.5,429,157,3,1,412,1,412,2.12e-143,416.0
g13655,lcl|NC_133187.1_prot_XP_685270.3_45711,sgca,55.5,355,152,4,1,352,1,352,2.96e-139,404.0
g40,lcl|NC_133197.1_prot_NP_001038927.2_78379,ccdc51,55.5,447,163,7,1,437,1,421,1.46e-137,402.0
g12784,lcl|NC_133178.1_prot_XP_002661149.1_9028,fbxw9,55.5,443,196,1,36,478,43,484,4.3e-129,385.0
g7396,lcl|NC_133198.1_prot_XP_073795494.1_83632,map7b,55.5,438,165,10,110,529,51,476,6.51e-101,329.0
g18438,lcl|NC_133181.1_prot_XP_073810837.1_26600,nfatc2b,55.5,299,127,4,384,680,322,616,1.19e-98,325.0
g11310,lcl|NC_133193.1_prot_XP_073785027.1_66449,cenpn,55.5,274,122,0,71,344,1,274,4.54e-107,316.0
g5032,lcl|NC_133196.1_prot_NP_001070813.3_76159,cfap300,55.5,263,115,2,1,262,9,270,9.09e-100,294.0
g9455,lcl|NC_133176.1_prot_NP_001003579.1_2887,morc3b,55.5,256,101,5,3,258,2,244,1.7400000000000002e-79,261.0
g13956,lcl|NC_133187.1_prot_XP_001919554.1_47679,tmem235b,55.5,200,79,2,1,200,1,190,5.76e-65,201.0
g17435,lcl|NC_133197.1_prot_NP_001093540.1_79625,org,55.5,200,77,6,24,218,22,214,4.13e-57,182.0
g7366,lcl|NC_133195.1_prot_NP_001076389.1_71221,saysd1,55.5,182,50,4,1,169,1,164,6.06e-49,157.0
g4731,lcl|NC_133194.1_prot_XP_002665577.1_69489,cfap90,55.5,137,59,2,1,136,1,136,5.38e-45,145.0
g18253,lcl|NC_133200.1_prot_XP_073798780.1_87321,LOC141375045,55.5,128,54,1,525,649,9,136,4.24e-38,139.0
g7719,lcl|NC_133195.1_prot_XP_003200771.1_72354,nhsl1b,55.4,1621,578,47,1,1580,1,1517,0.0,1169.0
g20644,lcl|NC_133188.1_prot_XP_009305650.2_49957,synpo2la,55.4,1259,413,31,1,1193,1,1177,0.0,1069.0
g13272,lcl|NC_133178.1_prot_NP_001098410.1_8768,ubn2b,55.4,1212,376,39,1,1195,1,1065,0.0,987.0
g20413,lcl|NC_133188.1_prot_XP_005156992.1_50520,hps6,55.4,886,316,18,1,881,1,812,8.4e-314,886.0
g1395,lcl|NC_133177.1_prot_NP_001009917.1_4479,tfr1a,55.4,782,327,10,1,772,1,770,2.75e-289,815.0
g22648,lcl|NC_133198.1_prot_NP_001124062.1_82613,stat6,55.4,754,294,10,1,733,1,733,1e-272,772.0
g604,lcl|NC_133186.1_prot_XP_009304240.1_43747,atxn7,55.4,980,309,27,1,966,1,866,5.640000000000001e-257,744.0
g14197,lcl|NC_133187.1_prot_XP_073773524.1_47395,dclre1a,55.4,798,300,20,143,903,28,806,8.289999999999999e-250,722.0
g18469,lcl|NC_133200.1_prot_XP_073798067.1_88580,nedd1,55.4,706,244,11,1,667,1,674,1e-227,650.0
g11334,lcl|NC_133193.1_prot_XP_002665476.3_67583,LOC100330861,55.4,482,161,3,7,488,8,435,9.78e-192,543.0
g513,lcl|NC_133186.1_prot_NP_001082824.1_44213,fam83d,55.4,561,215,11,1,556,1,531,4.12e-189,543.0
g1883,lcl|NC_133177.1_prot_XP_073778049.1_4207,LOC101886255,55.4,460,205,0,18,477,34,493,1.92e-183,523.0
g16931,lcl|NC_133197.1_prot_NP_001014331.1_79267,trmt13,55.4,457,178,6,2,443,9,454,4.84e-174,497.0
g19310,lcl|NC_133191.1_prot_XP_005158369.1_60107,sh3d21,55.4,482,181,10,1,459,1,471,8.720000000000002e-156,452.0
g15777,lcl|NC_133181.1_prot_NP_001092213.1_23551,ccr7,55.4,370,154,3,11,375,9,372,6.2e-131,381.0
g21757,lcl|NC_133189.1_prot_XP_005157230.1_52398,gpr174,55.4,327,131,3,7,333,6,317,5.9e-126,365.0
g15503,lcl|NC_133176.1_prot_NP_001035473.1_204,oxgr1a.1,55.4,316,139,2,5,319,15,329,1.05e-121,354.0
g13538,lcl|NC_133181.1_prot_XP_001919691.1_26210,sun2,55.4,249,103,5,717,963,333,575,1.0999999999999999e-75,261.0
g10727,lcl|NC_133182.1_prot_NP_001373653.1_30167,si:ch211-260e23.9,55.4,168,68,3,1,165,1,164,6.7e-57,177.0
g12350,lcl|NC_133178.1_prot_XP_073790194.1_12023,LOC100000694,55.4,130,58,0,1,130,3,132,2.81e-35,124.0
g21636,lcl|NC_133189.1_prot_NP_001373406.1_52507,si:dkey-27i16.2,55.4,112,42,2,1,112,1,104,7.100000000000001e-28,99.8
g1054,lcl|NC_133190.1_prot_XP_068069853.1_56380,LOC101886064,55.3,2368,896,26,548,2882,62,2299,0.0,2300.0
g7465,lcl|NC_133195.1_prot_XP_021324231.2_70617,senp6a,55.3,1049,352,25,1,1014,48,1014,2.08e-311,892.0
g18269,lcl|NC_133193.1_prot_NP_001038594.1_65995,iqch,55.3,812,340,5,50,857,237,1029,7.09e-309,879.0
g2018,lcl|NC_133177.1_prot_NP_001093497.1_4785,zzz3,55.3,1022,292,25,27,1034,1,871,3.59e-304,867.0
g18797,lcl|NC_133200.1_prot_XP_002666923.1_89073,iqub,55.3,709,298,3,54,743,41,749,2.82e-267,758.0
g1279,lcl|NC_133186.1_prot_NP_001166240.1_44571,ugt1b7,55.3,501,219,2,61,556,42,542,2.98e-215,609.0
g22827,lcl|NC_133180.1_prot_NP_001119872.1_19064,las1l,55.3,588,238,9,1,571,1,580,6.380000000000001e-213,605.0
g7818,lcl|NC_133195.1_prot_NP_001012260.1_73772,xkr5a,55.3,597,174,9,36,614,5,526,2.74e-205,588.0
g21628,lcl|NC_133189.1_prot_NP_001013591.1_52520,gcna,55.3,627,228,15,1,616,1,586,3.44e-190,550.0
g16551,lcl|NC_133186.1_prot_NP_001017575.1_45434,aspscr1,55.3,618,240,13,1,616,1,584,6.45e-190,549.0
g21650,lcl|NC_133189.1_prot_NP_001124134.1_52581,trim105,55.3,427,183,3,7,429,2,424,3.34e-169,483.0
g20794,lcl|NC_133192.1_prot_NP_001002376.2_63163,ppp1r3ca,55.3,349,128,10,1,346,1,324,8.02e-120,350.0
g9242,lcl|NC_133186.1_prot_NP_001170917.1_44576,ugt1b1,55.3,284,125,1,6,287,6,289,5.72e-112,335.0
g22167,lcl|NC_133198.1_prot_XP_073795999.1_82493,si:dkey-78k11.9,55.3,291,129,1,2,292,44,333,9.24e-109,323.0
g20448,lcl|NC_133193.1_prot_NP_001003588.1_66925,zgc:101040,55.3,255,114,0,1,255,33,287,1.71e-95,283.0
g3821,lcl|NC_133190.1_prot_NP_001008596.1_54649,lxn,55.3,219,96,2,1,218,39,256,1.7400000000000002e-77,236.0
g19024,lcl|NC_133191.1_prot_NP_001070218.1_59548,lysmd1,55.3,217,77,3,12,224,11,211,3.86e-62,194.0
g11225,lcl|NC_133192.1_prot_XP_068070570.2_63638,spata17,55.3,199,71,3,50,248,17,197,3.58e-46,160.0
g3950,lcl|NC_133190.1_prot_XP_073780222.1_57428,LOC101886389,55.3,132,59,0,272,403,300,431,6.58e-41,153.0
g19759,lcl|NC_133194.1_prot_NP_001002051.1_68778,stx12,55.3,170,75,1,1,170,1,169,8.04e-44,151.0
g13108,lcl|NC_133178.1_prot_XP_689373.2_12093,si:ch211-165g14.1,55.3,85,38,0,2265,2349,574,658,1.86e-26,120.0
g242,lcl|NC_133186.1_prot_NP_001298140.1_44402,si:ch211-220m17.5,55.3,103,42,2,7,108,6,105,1.16e-30,106.0
g19448,lcl|NC_133180.1_prot_XP_073807124.1_22443,her7,55.3,94,35,2,16,106,30,119,7.92e-20,85.9
g21404,lcl|NC_133192.1_prot_NP_001188322.1_64470,smoc1,55.3,38,16,1,217,253,279,316,3.7e-06,50.1
g22877,lcl|NC_133181.1_prot_XP_073809009.1_22863,chchd6b,55.3,38,17,0,1,38,1,38,7.5e-06,47.8
g46,lcl|NC_133186.1_prot_XP_073773229.1_45233,LOC103911879,55.3,38,17,0,1,38,42,79,0.00012,42.0
g4202,lcl|NC_133190.1_prot_NP_001313374.1_54930,urb1,55.2,2250,946,24,24,2258,27,2230,0.0,2289.0
g2189,lcl|NC_133177.1_prot_XP_073784104.1_6671,myo9b,55.2,1781,709,20,1,1706,1,1767,0.0,1751.0
g15493,lcl|NC_133181.1_prot_XP_073809780.1_23470,xirp2a,55.2,3320,1221,69,147,3369,1,3151,0.0,1538.0
g12490,lcl|NC_133178.1_prot_NP_001028890.1_11339,znf598,55.2,969,335,25,1,930,1,909,4.27e-288,823.0
g7700,lcl|NC_133195.1_prot_XP_002665828.1_73756,gareml,55.2,843,220,22,1,718,1,810,1.8499999999999998e-270,766.0
g13277,lcl|NC_133178.1_prot_XP_073800446.1_9789,arhgap27l,55.2,641,204,13,445,1008,4,638,8.4e-210,616.0
g7826,lcl|NC_133195.1_prot_NP_001018400.1_72543,paplnb,55.2,551,221,7,7,554,7,534,5.77e-203,579.0
g8351,lcl|NC_133185.1_prot_XP_005172692.1_41055,alcama,55.2,525,233,2,25,547,25,549,9.13e-199,568.0
g17914,lcl|NC_133200.1_prot_XP_021326101.1_89782,znf276,55.2,518,174,13,77,586,11,478,9.92e-127,384.0
g7806,lcl|NC_133179.1_prot_NP_001108455.1_12587,sobpb,55.2,411,127,10,10,408,6,371,1.83e-118,375.0
g18691,lcl|NC_133193.1_prot_XP_021328907.2_65355,bend7,55.2,429,143,12,1,419,1,390,3.95e-121,362.0
g20844,lcl|NC_133188.1_prot_NP_001013501.1_49048,thada,55.2,353,152,5,1,350,1,350,1.46e-99,327.0
g17934,lcl|NC_133193.1_prot_NP_001093505.1_66189,cfdp1,55.2,324,109,12,2,302,1,311,2.9000000000000004e-80,247.0
g20231,lcl|NC_133188.1_prot_XP_021336569.2_51387,LOC100537455,55.2,212,91,1,10,217,10,221,9.02e-77,232.0
g7978,lcl|NC_133195.1_prot_XP_009299716.1_73552,gzf1,55.2,736,264,18,1,726,1,680,2.31e-59,218.0
g11714,lcl|NC_133179.1_prot_XP_021331078.1_12915,tbc1d30,55.2,223,87,4,1,223,1,210,4.8100000000000015e-59,202.0
g13749,lcl|NC_133187.1_prot_NP_001002613.1_46082,nrbf2b,55.2,252,82,6,22,273,1,221,1.43e-56,184.0
g19357,lcl|NC_133191.1_prot_NP_001122230.1_59003,apoa4b.2,55.2,125,56,0,1,125,1,125,4.26e-40,140.0
g5628,lcl|NC_133180.1_prot_XP_068077525.1_19024,si:dkey-13n15.11,55.2,154,67,2,197,348,762,915,1.7999999999999998e-31,137.0
g20815,lcl|NC_133188.1_prot_NP_571775.1_51698,vent,55.2,87,38,1,121,206,62,148,7.99e-19,82.8
g13926,lcl|NC_133180.1_prot_NP_001076292.1_18627,si:ch211-244o22.2,55.2,58,24,1,374,429,237,294,8.71e-07,56.6
g552,lcl|NC_133194.1_prot_XP_021323880.1_68156,zgc:162972,55.2,29,13,0,1,29,1,29,0.000232,39.3
g3763,lcl|NC_133190.1_prot_NP_001028924.2_57382,cwf19l2,55.1,985,253,10,1,821,1,960,7.76e-281,803.0
g7122,lcl|NC_133196.1_prot_XP_073791969.1_75066,oacyl,55.1,626,270,4,33,653,18,637,1.86e-243,689.0
g19481,lcl|NC_133191.1_prot_XP_005158395.2_59746,phc1,55.1,904,280,27,1,785,1,897,3.38e-234,680.0
g8174,lcl|NC_133195.1_prot_NP_001020714.1_72803,ankef1a,55.1,777,328,6,1,764,1,769,8.42e-213,620.0
g10700,lcl|NC_133200.1_prot_XP_005170735.1_88800,pkp3a,55.1,612,233,10,177,764,197,790,1.52e-162,491.0
g15435,lcl|NC_133184.1_prot_XP_068079759.1_37764,LOC101883176,55.1,454,177,8,8,444,447,890,8.18e-149,447.0
g8971,lcl|NC_133196.1_prot_NP_001007406.2_77205,rbm41,55.1,414,181,2,13,421,3,416,5.82e-143,417.0
g3349,lcl|NC_133183.1_prot_XP_073765547.1_31731,nudt12,55.1,343,121,5,125,464,1,313,2.53e-133,389.0
g11084,lcl|NC_133182.1_prot_NP_001013586.2_28912,vrk3,55.1,334,142,3,203,535,186,512,1.0999999999999999e-121,369.0
g2222,lcl|NC_133195.1_prot_XP_009293149.2_72957,ncoa1,55.1,372,144,7,16,378,18,375,1.84e-100,354.0
g2324,lcl|NC_133177.1_prot_NP_998463.1_6319,tmub1,55.1,292,123,1,1,284,1,292,6.23e-88,265.0
g17187,lcl|NC_133197.1_prot_XP_073793711.1_80434,LOC103909640,55.1,196,87,1,29,223,60,255,6.81e-68,230.0
g5508,lcl|NC_133192.1_prot_XP_005158954.1_64242,LOC100535468,55.1,158,63,2,1,157,1,151,1.42e-47,153.0
g21219,lcl|NC_133189.1_prot_NP_001373419.1_53619,urp1,55.1,136,52,1,1,136,1,127,3.04e-47,150.0
g7092,lcl|NC_133196.1_prot_XP_073791706.1_74330,mlana,55.1,118,48,1,72,184,56,173,5.89e-37,127.0
g4871,lcl|NC_133198.1_prot_XP_021325589.1_81458,zbtb46,55.1,98,44,0,18,115,35,132,1.5499999999999998e-24,109.0
g19553,lcl|NC_133191.1_prot_XP_021322434.1_61512,cyp11c1,55.1,98,42,1,1,98,63,158,3.25e-27,105.0
g2665,lcl|NC_133183.1_prot_XP_002663231.1_34681,sb:cb288,55.1,69,30,1,39,107,34,101,2.04e-18,75.5
g4323,lcl|NC_133178.1_prot_NP_001096662.1_9895,atf4b,55.1,69,31,0,385,453,353,421,3.57e-10,63.9
g13800,lcl|NC_133194.1_prot_NP_001410659.1_68011,zgc:173581,55.1,49,20,1,16,64,33,79,3.4e-07,57.0
g18446,lcl|NC_133200.1_prot_XP_073798479.1_87030,spg11,55.0,1955,792,27,490,2405,23,1928,0.0,1948.0
g16273,lcl|NC_133176.1_prot_XP_009289593.4_1596,tmem131l,55.0,1551,627,30,1,1530,1,1501,0.0,1477.0
g91940,lcl|NC_133184.1_prot_XP_073769042.1_38227,map2,55.0,1724,558,37,1,1655,1,1575,0.0,1130.0
g11577,lcl|NC_133182.1_prot_XP_073764743.1_29450,plekhg4,55.0,837,328,12,833,1650,1485,2291,3.5199999999999997e-264,836.0
g11349,lcl|NC_133193.1_prot_XP_073786234.1_64962,LOC101886077,55.0,1073,275,24,1,1069,1,869,1.91e-277,800.0
g717,lcl|NC_133186.1_prot_NP_957306.1_42769,nek4,55.0,907,329,22,2,888,1,848,6.560000000000001e-269,771.0
g2583,lcl|NC_133180.1_prot_XP_073808174.1_18836,rusc2,55.0,848,284,23,817,1615,30,828,2.84e-251,749.0
g18765,lcl|NC_133193.1_prot_NP_956615.1_65457,rbm28,55.0,878,248,8,1,753,1,856,4.94e-231,669.0
g3942,lcl|NC_133190.1_prot_XP_001340925.3_56894,nyap2a,55.0,751,227,26,12,682,10,729,2.2e-202,588.0
g8793,lcl|NC_133190.1_prot_XP_073779960.1_56642,fhdc4,55.0,416,182,3,1,416,41,451,5.03e-143,438.0
g4291,lcl|NC_133190.1_prot_NP_001039014.1_57095,kcnj13,55.0,373,147,6,1,363,1,362,3.52e-127,371.0
g13400,lcl|NC_133178.1_prot_NP_001074094.2_10168,rabep2,55.0,453,156,6,7,413,22,472,2.21e-105,322.0
g4213,lcl|NC_133190.1_prot_NP_956640.1_55292,diabloa,55.0,238,101,3,1,233,29,265,1.62e-78,238.0
g13199,lcl|NC_133199.1_prot_XP_005162934.1_86489,crp2,55.0,200,88,2,25,224,23,220,5.720000000000001e-73,223.0
g4233,lcl|NC_133176.1_prot_NP_001073436.1_1490,n4bp2,55.0,151,68,0,3098,3248,380,530,8.42e-44,179.0
g19538,lcl|NC_133191.1_prot_NP_001154179.1_57732,tfpt,55.0,202,71,5,1,198,1,186,1.59e-56,178.0
g3479,lcl|NC_133180.1_prot_XP_073808082.1_18449,LOC110439804,55.0,171,69,2,122,292,11,173,3.6299999999999996e-54,177.0
g15993,lcl|NC_133190.1_prot_XP_693749.2_56711,n4bp2l2,55.0,151,68,0,404,554,296,446,1.5799999999999998e-46,176.0
g12483,lcl|NC_133178.1_prot_NP_001157840.1_10228,si:ch211-157c3.4,55.0,149,53,4,97,241,10,148,1.5199999999999999e-46,153.0
g16405,lcl|NC_133181.1_prot_NP_956808.2_22827,lgals2b,55.0,129,57,1,3,131,5,132,8.36e-47,149.0
g22860,lcl|NC_133183.1_prot_XP_073767059.1_34503,si:ch211-218o21.4,55.0,120,52,1,22,139,58,177,5.310000000000001e-29,106.0
g14288,lcl|NC_133195.1_prot_XP_073789987.1_74236,LOC108182121,55.0,60,26,1,1,59,344,403,2.71e-13,64.3
g19426,lcl|NC_133190.1_prot_XP_068069875.1_56753,vwde,54.9,1472,574,21,58,1505,1,1406,0.0,1525.0
g9368,lcl|NC_133184.1_prot_XP_009302707.1_35951,ppp1r9ala,54.9,1480,485,32,1,1446,1,1331,0.0,1090.0
g9897,lcl|NC_133184.1_prot_XP_073768008.1_36828,lmo7a,54.9,1402,505,26,1,1379,1,1297,0.0,1017.0
g19947,lcl|NC_133191.1_prot_XP_003200205.2_58497,mtbp,54.9,889,349,16,1,881,1,845,1.5e-308,871.0
g9299,lcl|NC_133184.1_prot_XP_073768546.1_36069,galnt5,54.9,823,317,15,5,821,4,778,1.2e-296,836.0
g22244,lcl|NC_133183.1_prot_XP_073767419.1_35529,rbsn,54.9,840,256,14,1,776,1,781,1.67e-264,753.0
g14792,lcl|NC_133182.1_prot_XP_073764117.1_27370,rin1b,54.9,779,289,14,12,790,31,747,5.83e-257,733.0
g22135,lcl|NC_133198.1_prot_XP_073795114.1_82419,nol9,54.9,685,280,9,30,698,35,706,4.55e-253,718.0
g11311,lcl|NC_133193.1_prot_NP_001093512.1_66458,atmin,54.9,767,287,18,26,770,24,753,3.53e-227,656.0
g9696,lcl|NC_133180.1_prot_NP_001243557.1_22368,si:dkey-251i10.3,54.9,745,323,6,28,772,16,747,8.78e-221,642.0
g111,lcl|NC_133181.1_prot_NP_996982.2_26701,igsf8,54.9,618,219,8,17,592,15,614,1.46e-221,630.0
g10700,lcl|NC_133182.1_prot_XP_073764742.1_29240,pkp3b,54.9,719,263,14,88,763,1,701,6.9e-198,579.0
g2821,lcl|NC_133183.1_prot_XP_009302337.3_33689,ccser1,54.9,747,204,21,1,731,1,630,1.38e-188,561.0
g15233,lcl|NC_133176.1_prot_XP_009303919.1_326,mdh1b,54.9,457,200,5,1,452,1,456,1.83e-173,496.0
g18925,lcl|NC_133200.1_prot_NP_001002658.2_89502,frs2b,54.9,545,169,16,1,524,19,507,5.69e-162,471.0
g19466,lcl|NC_133191.1_prot_NP_001304680.1_58573,opn9,54.9,421,175,5,4,417,6,418,5.77e-140,412.0
g64,lcl|NC_133197.1_prot_NP_957364.2_80644,lmcd1,54.9,344,136,5,9,349,7,334,2.67e-126,367.0
g10177,lcl|NC_133199.1_prot_NP_001018483.1_84361,acbd5a,54.9,508,198,10,15,505,8,501,1.27e-119,362.0
g9046,lcl|NC_133185.1_prot_NP_001004619.1_41590,styxl1,54.9,295,131,1,1,295,1,293,2.52e-111,325.0
g17031,lcl|NC_133181.1_prot_NP_001099178.1_25002,lurap1,54.9,359,81,12,1,351,1,286,1.76e-108,320.0
g12759,lcl|NC_133178.1_prot_NP_001025373.2_11697,rasd2a,54.9,295,109,5,133,408,52,341,1.04e-93,286.0
g2946,lcl|NC_133180.1_prot_XP_073808180.1_18928,tmem119a,54.9,463,194,7,8,465,9,461,1.16e-83,267.0
g13120,lcl|NC_133182.1_prot_NP_956634.1_30162,plekhf1,54.9,206,89,2,4,206,5,209,2.59e-76,235.0
g14441,lcl|NC_133182.1_prot_NP_001280631.1_26922,epdl1,54.9,204,89,2,7,210,12,212,1.5e-73,223.0
g13321,lcl|NC_133184.1_prot_NP_878309.1_35896,nfe2l2a,54.9,142,64,0,657,798,436,577,1.73e-38,154.0
g3622,lcl|NC_133190.1_prot_NP_001153881.1_55859,nkapd1,54.9,142,49,4,1,133,1,136,3.66e-37,133.0
g12461,lcl|NC_133178.1_prot_XP_073800761.1_10822,ighd,54.9,113,49,1,6,118,9,119,1.93e-36,132.0
g18100,lcl|NC_133200.1_prot_NP_001082841.1_88409,zgc:162634,54.9,102,41,2,4,104,3,100,9.29e-30,104.0
g2478,lcl|NC_133196.1_prot_XP_073791831.1_74676,kcnt1a,54.9,82,37,0,57,138,2,83,5.46e-22,99.4
g6210,lcl|NC_133196.1_prot_NP_001289982.1_76637,cox8a,54.9,71,31,1,1,70,1,71,8.7e-20,76.6
g2955,lcl|NC_133180.1_prot_XP_005165257.1_18955,si:ch211-225b11.4,54.8,1877,794,21,2,1860,7,1846,0.0,1890.0
g15870,lcl|NC_133181.1_prot_NP_001112369.1_24331,evpla,54.8,1841,812,5,1,1837,1,1825,0.0,1750.0
g8754,lcl|NC_133185.1_prot_NP_001410781.1_41619,smg6,54.8,1694,581,39,1,1660,19,1562,0.0,1452.0
g9000,lcl|NC_133180.1_prot_XP_073807615.1_21822,arhgef12b,54.8,1489,545,35,1,1440,1,1410,0.0,1280.0
g11165,lcl|NC_133193.1_prot_NP_001189349.1_66837,atosa,54.8,1132,338,24,1,1095,28,1022,0.0,1012.0
g19659,lcl|NC_133191.1_prot_XP_001335931.1_59381,fam171a1,54.8,949,309,23,2,891,1,888,2.76e-294,837.0
g15833,lcl|NC_133176.1_prot_XP_005160069.1_2425,maml3,54.8,1222,378,50,1,1172,2,1099,1.13e-280,820.0
g22461,lcl|NC_133183.1_prot_NP_001077017.1_34507,zgc:162200,54.8,894,339,11,20,900,11,852,1.0599999999999999e-249,722.0
g23,lcl|NC_133186.1_prot_XP_001340052.3_44430,klhdc7a,54.8,624,252,8,316,917,146,761,4.78e-214,628.0
g11823,lcl|NC_133179.1_prot_XP_021330648.2_13073,foxm1,54.8,671,244,18,3,663,1,622,1.58e-199,577.0
g8388,lcl|NC_133193.1_prot_NP_001037819.2_67295,irf2bp1,54.8,626,227,19,1,591,1,605,4.96e-201,577.0
g5389,lcl|NC_133194.1_prot_NP_998620.1_70319,eloa,54.8,690,231,13,1,677,1,622,3.97e-171,504.0
g5668,lcl|NC_133188.1_prot_XP_009305708.1_50863,tc2n,54.8,476,194,6,2,472,4,463,4.36e-172,493.0
g20649,lcl|NC_133178.1_prot_XP_068073220.1_11381,cyp3c4,54.8,429,188,4,73,495,32,460,1.62e-165,478.0
g20275,lcl|NC_133192.1_prot_NP_571515.1_62884,npy4r,54.8,405,132,3,50,450,20,377,2.05e-147,426.0
g6690,lcl|NC_133195.1_prot_XP_068071462.1_72490,si:ch211-51a19.5,54.8,365,154,4,1,365,167,520,6.34e-138,404.0
g13137,lcl|NC_133187.1_prot_XP_005156224.1_46594,tom1l2b,54.8,310,128,4,1,298,1,310,1.26e-107,330.0
g12485,lcl|NC_133178.1_prot_XP_021329556.2_10235,ptx4,54.8,252,95,2,425,675,217,450,1.07e-93,299.0
g16290,lcl|NC_133176.1_prot_NP_001025251.2_399,grapb,54.8,259,71,2,1,258,1,214,7.68e-96,281.0
g5218,lcl|NC_133194.1_prot_NP_001002337.1_68331,hax1,54.8,312,98,10,1,296,1,285,3.22e-92,276.0
g10659,lcl|NC_133182.1_prot_NP_001122250.1_30155,vstm2b,54.8,270,110,4,1,269,1,259,1.42e-85,258.0
g12729,lcl|NC_133178.1_prot_XP_073790259.1_11772,ptger1c,54.8,270,115,3,38,305,32,296,3.22e-81,254.0
g6256,lcl|NC_133194.1_prot_XP_073787645.1_68652,si:ch73-171o20.1,54.8,241,109,0,12,252,19,259,7.14e-78,244.0
g21381,lcl|NC_133189.1_prot_XP_005157219.3_52302,vegfba,54.8,252,102,4,1,250,1,242,5.76e-75,229.0
g10002,lcl|NC_133177.1_prot_NP_001014380.2_5889,rnf152,54.8,217,75,4,1,214,10,206,4.21e-75,227.0
g2338,lcl|NC_133199.1_prot_XP_021325847.1_84144,impa2,54.8,188,85,0,1,188,1,188,1.86e-71,221.0
g6541,lcl|NC_133185.1_prot_XP_068080033.1_40202,minar2,54.8,199,77,5,4,199,1,189,1.92e-63,196.0
g13391,lcl|NC_133181.1_prot_NP_001082982.1_24463,jpt1a,54.8,84,33,3,1,83,1,80,7.65e-18,79.3
g21775,lcl|NC_133180.1_prot_NP_571153.1_22440,her1,54.8,62,28,0,15,76,13,74,1.73e-11,64.3
g8322,lcl|NC_133197.1_prot_XP_073792860.1_78011,LOC101884686,54.8,31,14,0,232,262,92,122,0.000987,43.9
g14412,lcl|NC_133198.1_prot_NP_001289431.1_83478,camk2n1b,54.8,31,14,0,47,77,43,73,5.21e-06,42.4
g16265,lcl|NC_133176.1_prot_XP_021332170.2_1614,dchs2,54.7,3282,1434,27,16,3274,14,3264,0.0,3361.0
g3215,lcl|NC_133183.1_prot_XP_002663267.4_34980,adamts13,54.7,1352,499,11,33,1339,207,1490,0.0,1508.0
g6535,lcl|NC_133196.1_prot_NP_001373195.1_75912,c7b,54.7,822,360,7,10,827,18,831,0.0,944.0
g212515,lcl|NC_133189.1_prot_XP_073777852.1_52632,limch1b,54.7,1088,351,32,1,1042,1,992,1.64e-279,809.0
g12882,lcl|NC_133178.1_prot_NP_001304691.1_10448,prf1.1,54.7,556,247,3,19,569,12,567,1.22e-221,628.0
g438,lcl|NC_133181.1_prot_XP_073810528.1_25735,rbm6,54.7,757,255,20,612,1339,4,701,1.64e-198,599.0
g19277,lcl|NC_133191.1_prot_XP_021322530.2_58153,si:ch73-22o12.1,54.7,530,200,12,15,531,3,505,2.38e-181,521.0
g14444,lcl|NC_133182.1_prot_XP_073763898.1_26894,alpk1,54.7,490,210,5,1,490,1,478,1.37e-156,502.0
g9966,lcl|NC_133184.1_prot_NP_001003777.1_38108,hspbap1,54.7,457,170,6,6,435,2,448,2.27e-174,497.0
g22993,lcl|NC_133183.1_prot_NP_001121765.1_33559,hyal3,54.7,393,170,3,49,435,36,426,1.13e-153,444.0
g18869,lcl|NC_133193.1_prot_XP_001922355.3_65742,rassf9,54.7,450,176,9,1,438,1,434,1.32e-146,426.0
g101,lcl|NC_133186.1_prot_NP_001004017.1_44323,st3gal8,54.7,371,131,5,4,371,4,340,7.18e-141,405.0
g6249,lcl|NC_133194.1_prot_NP_001005772.2_69695,atp6v1c1b,54.7,382,165,5,1,376,1,380,4.19e-134,390.0
g14232,lcl|NC_133187.1_prot_XP_073773832.1_46196,ngfrb,54.7,391,138,9,43,430,1,355,1.13e-123,364.0
g9686,lcl|NC_133184.1_prot_XP_021334455.3_35740,rrp1,54.7,358,127,4,5,362,4,326,4.55e-112,362.0
g5707,lcl|NC_133199.1_prot_XP_009295790.1_85890,sh3glb1a,54.7,298,133,1,2,297,4,301,8.8e-109,330.0
g2314,lcl|NC_133177.1_prot_XP_017206802.1_4534,mfn1a,54.7,247,105,1,1,240,477,723,1.32e-79,254.0
g20532,lcl|NC_133192.1_prot_NP_001243172.1_62857,mgmt,54.7,179,78,1,30,208,7,182,3.48e-67,206.0
g10627,lcl|NC_133189.1_prot_XP_021330367.1_53656,LOC108179569,54.7,181,79,2,10,190,13,190,3.2e-58,192.0
g13372,lcl|NC_133178.1_prot_NP_956117.1_9217,hirip3,54.7,159,69,1,335,490,351,509,4.83e-41,155.0
g4377,lcl|NC_133190.1_prot_NP_001076366.1_57276,kcne4,54.7,172,56,6,1,167,1,155,3.92e-41,137.0
g12899,lcl|NC_133176.1_prot_NP_001139042.1_3471,si:ch211-202h22.9,54.7,75,34,0,67,141,65,139,1.2e-28,103.0
g18200,lcl|NC_133183.1_prot_XP_073766431.1_33118,rassf11,54.7,86,39,0,1,86,1,86,1.14e-20,96.3
